HOM ID	HOM name	entity	entity name	qualifier	taxon ID	taxon name	line type	ECO ID	ECO name	confidence code ID	confidence code name	reference	reference title	supporting text	assigned by	curator	date
HOM:0000007	historical homology	CL:0000216			7742	Vertebrata	RAW	ECO:0000067	developmental similarity evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1002/jemt.1070320602	Pudney J, Spermatogenesis in nonmammalian vertebrates. Microscopy Research and Technique (2010)	Spermatogenesis appears to be a fairly conserved process throughout the vertebrate series. (...) There is, however, variation amongst the vertebrates in how germ cell development and maturation is accomplished. This difference can be broadly divided into two distinct patterns, one present in anamniotes (fish, amphibia) and the other in amniotes (reptiles, birds, mammals). For anamniotes, spermatogenesis occurs in spermatocysts (cysts) which for most species develop within seminiferous lobules. Cysts are produced when a Sertoli cell becomes associated with a primary spermatogonium. Mitotic divisions of the primary spermatogonium produce a cohort of secondary spermatogonia that are enclosed by the Sertoli cell which forms the wall of the cyst. With spermatogenic progression a clone of isogeneic spermatozoa is produced which are released, by rupture of the cyst, into the lumen of the seminiferous lobule. Following spermiation, the Sertoli cell degenerates. For anamniotes, therefore, there is no permanent germinal epithelium since spermatocysts have to be replaced during successive breeding seasons. By contrast, spermatogenesis in amniotes does not occur in cysts but in seminiferous tubules that possess a permanent population of Sertoli cells and spermatogonia which act as a germ cell reservoir for succeeding bouts of spermatogenic activity. There is, in general, a greater variation in the organization of the testis and pattern of spermatogenesis in the anamniotes compared to amniotes.	bgee	ANN	2013-08-30
HOM:0000007	historical homology	CL:0000216		NOT	7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	PMID:17026980	Sekido R, Lovell-Badge R, Mechanisms of gonadal morphogenesis are not conserved between chick and mouse. Dev Biol (2007)	(…) nephrogenous mesenchyme contributes to both Sertoli cells and steroidogenic cells. This is the first demonstration via lineage analysis that steroidogenic cells originate from nephrogenous mesenchyme, but the revelation that Sertoli cells have different origins between chick and mouse suggests that, during evolution, mechanisms of gonad morphogenesis may diverge alongside those of sex determination.	bgee	ANN	2013-08-30
HOM:0000007	historical homology	CL:0000216			7742	Vertebrata	SUMMARY			CONF:0000010	Strongly conflicting evidences of multiple experimental types				Bgee		
HOM:0000007	historical homology	CL:0000353			7742	Vertebrata	RAW	ECO:0000067	developmental similarity evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1016/j.ydbio.2009.05.543	Takeuchi M, Takahashi M, Okabe M, Aizawa S, Germ layer patterning in bichir and lamprey; an insight into its evolution in vertebrates. Developmental Biology (2009) Figure 1	Amphibian holoblastic cleavage in which all blastomeres contribute to any one of the three primary germ layers has been widely thought to be a developmental pattern in the stem lineage of vertebrates, and meroblastic cleavage to have evolved independently in each vertebrate lineage. (...) The study raises the viewpoint that the lamprey/bichir type holoblastic development would have been ancestral to extant vertebrates and retained in their stem lineage; amphibian-type holoblastic development would have been acquired secondarily, accompanied by the exploitation of new molecular machinery such as maternal VegT	bgee	ANN	2013-07-11
HOM:0000007	historical homology	CL:0000362			33208	Metazoa	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0198566694	Schmidt-Rhaesa A, The evolution of organ systems (2007) p.71-72	(...) outer epithelia in all metazoan animals are homologous. (...) The ancestor of all metazoans likely had an epidermis with a basal extracellular matrix (ECM), an apical extracellular glycocalyx, and one cilium with a striated rootlet per cell.	bgee	ANN	2013-07-17
HOM:0000007	historical homology	CL:0000365			33208	Metazoa	RAW	ECO:0000034	non-traceable author statement	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030259821	Ruppert EE, Fox RS, Barnes RD, Invertebrate zoology: a functional evolutionary approach (2003) p.107	As in all metazoans, eumetazoan development begins with a fertilized egg, or zygote.	bgee	ANN	2013-07-11
HOM:0000007	historical homology	CL:0000408			33208	Metazoa	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0198566694	Schmidt-Rhaesa A, The evolution of organ systems (2007) p.249	Gametes must have been present already in the metazoan ancestor, because they are present in every metazoan taxon (reference 2).	bgee	ANN	2013-08-29
HOM:0000007	historical homology	CL:0000540			6072	Eumetazoa	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0198566694	Schmidt-Rhaesa A, The evolution of organ systems (2007) p.96	As any textbook tells, the 'first' nerves recognizable at a cellular level are found in cnidarians. This means that nerve cells evolved in the eumetazoan ancestor.	bgee	ANN	2013-06-10
HOM:0000007	historical homology	CL:0000542			7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1146/annurev.immunol.24.021605.090542	Pancer Z, Cooper MD, The evolution of adaptive immunity. Annual Review of Immunology (2006)	A new type of circulatory cell with the potential for self-renewal and clonal expansion appeared near the beginning of vertebrate radiation in the form of the long-lived lymphocyte. (...) Exactly when during evolution the lymphocytes appeared as a specialized type of immunocompetent cells is unknown, but cells comparable to the lymphocytes in jawed vertebrates have never been characterized in invertebrates. On the other hand, increasing evidence for bona fide lymphocytes in lamprey and hagfish suggests that lymphocytes must have evolved in the common ancestor of the vertebrates.	bgee	ANN	2013-06-28
HOM:0000007	historical homology	CL:0000586			33208	Metazoa	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0198566694	Schmidt-Rhaesa A, The evolution of organ systems (2007) p.249	Gametes must have been present already in the metazoan ancestor, because they are present in every metazoan taxon.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	CL:0000586			33208	Metazoa	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1002/bies.950161213	Denis H, A parallel between development and evolution: Germ cell recruitment by the gonads. BioEssays (1994)	The basic assumption is that primitive Metazoa already had germ cells, but no gonads to harbour them.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	CL:0000586			33208	Metazoa	SUMMARY			CONF:0000013	congruent evidences of multiple experimental types, best confidence medium				Bgee		
HOM:0000007	historical homology	CL:0000675			33208	Metazoa	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0198566694	Schmidt-Rhaesa A, The evolution of organ systems (2007) p.249	Gametes must have been present already in the metazoan ancestor, because they are present in every metazoan taxon (reference 2).	bgee	ANN	2013-08-29
HOM:0000007	historical homology	FBbt:00000123|UBERON:0000100	blastopore		33213	Bilateria	RAW	ECO:0000075	gene expression similarity evidence	CONF:0000004	medium confidence assertion from single evidence	PMID:9609826	Wu LH, Lengyel JA, Role of caudal in hindgut specification and gastrulation suggests homology between Drosophila amnioproctodeal invagination and vertebrate blastopore. Development (1998)	The fact that the same four genes are expressed at the blastopore equivalent of chordates (germ ring in fish, marginal zone/blastopore lip in frog and node/primitive streak in chick and mouse) and the amnioproctodeal invagination of Drosophila suggests that these two highly dynamic domains are homologous.  (...) While there continues to be uncertainty in our understanding of 'protostome' and 'deuterostome' phyla, the significant conclusion of the data presented here is that there may be a homology between the blastopore of vertebrates and the amnioproctodeal (posterior) invagination of insects.	bgee	ANN	2013-07-11
HOM:0000007	historical homology	UBERON:0000002	uterine cervix		40674	Mammalia	RAW	ECO:0000034	non-traceable author statement	CONF:0000003	high confidence assertion from single evidence	DOI:10.1098/rspb.2004.2848	Lynch VJ, Roth JJ, Takahashi K, Dunn CW, Nonaka DF, Stopper GF, Wagner GP, Adaptive evolution of HoxA-11 and HoxA-13 at the origin of the uterus in mammals. Proceedings of the Royal Society of London, Series B (2004)	The evolution of mammals is associated with radical changes in their reproductive biology, particularly the structure and function of the female reproductive organs. These changes include the evolution of the uterus, cervix, vagina, placenta and specialized cell types associated with each of those structures.	bgee	ANN	2013-08-29
HOM:0000007	historical homology	UBERON:0000003	naris		32523	Tetrapoda	RAW	ECO:0000205	curator inference	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1038/nature02843	Zhu M, Ahlberg PE, The origin of the internal nostril in tetrapodes. Nature (2004)	The choana, a unique 'internal nostril' opening from the nasal sac into the roof of the mouth, is a key part of the tetrapod (land vertebrate) respiratory system. It was the first component of the tetrapod body plan to evolve, well before the origin of limbs, and is therefore crucial to our understanding of the beginning of the fish-tetrapod transition. (...) Here we present new material of Kenichthys, a 395-million-year-old fossil fish from China, that provides direct evidence for the origin of the choana and establishes its homology: it is indeed a displaced posterior external nostril that, during a brief transitional stage illustrated by Kenichthys, separated the maxilla from the premaxilla.	bgee	ANN	2013-06-26
HOM:0000007	historical homology	UBERON:0000006	islet of Langerhans		33213	Bilateria	RAW	ECO:0000063	compositional similarity evidence	CONF:0000004	medium confidence assertion from single evidence	PMID:18056636	Wang S, Tulina N, Carlin DL, Rulifson EJ, The origin of islet-like cells in Drosophila identifies parallels to the vertebrate endocrine axis. PNAS (2007)	Here, we identify a single pair of neural stem cells (neuroblasts) as progenitors of the brain insulin-producing neurosecretory cells of Drosophila, which are homologous to islet beta cells. Likewise, we identify a second pair of neuroblasts as progenitors of the neurosecretory Corpora cardiaca cells, which are homologous to the glucagon-secreting islet alpha cells. (...) ontogenic-molecular concordance suggests that a rudimentary brain endocrine axis was present in the common ancestor of humans and flies, where it orchestrated the islet-like endocrine functions of insulin and glucagon biology.	bgee	ANN	2013-08-12
HOM:0000007	historical homology	UBERON:0000007	pituitary gland		89593	Craniata	RAW	ECO:0000313	imported information used in automatic assertion	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.510	A well-developed hypophyseal system with functional connections to the hypothalamus is unique to craniates. The neural gland of ascidians and Hatschek's pit of amphioxus may be partly homologous to the hypophysis.	bgee	ANN	2013-06-11
HOM:0000007	historical homology	UBERON:0000010	peripheral nervous system		7711	Chordata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1007/978-0-387-46954-6_6	Dupin E, Creuzet S, Le Douarin NM, The contribution of the neural crest to the vertebrate body. Advances in experimental medicine and biology (2006)	(...) specific vertebrate traits within the chordate phylum such as skeletal tissues, PNS [peripheral nervous system], and spectacular head and brain development, are linked to the NC (neural crest) and its derivatives.	bgee	ANN	2013-06-10
HOM:0000007	historical homology	UBERON:0000013	sympathetic nervous system		7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000004	medium confidence assertion from single evidence	ISBN:978-0471210054	Butler AB and Hodos W, Comparative vertebrate neuroanatomy: Evolution and Adaptation (2005) p.461-463	The autonomic nervous system is composed of three divisions: the sympathetic division, the parasympathetic division, and the enteric division. (...) In ray-finned teleost fishes, a sympathetic chain is present, and dual innervation of additional organs can be observed. A similar pattern can be found in amphibians (...). The evolution of the autonomic nervous system has been quite conservative, especially in the tetrapod lineage.	bgee	ANN	2013-06-10
HOM:0000007	historical homology	UBERON:0000013	sympathetic nervous system		32523	Tetrapoda	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0471210054	Butler AB and Hodos W, Comparative vertebrate neuroanatomy: Evolution and Adaptation (2005) p.461-463	The autonomic nervous system is composed of three divisions: the sympathetic division, the parasympathetic division, and the enteric division. (...) In ray-finned teleost fishes, a sympathetic chain is present, and dual innervation of additional organs can be observed. A similar pattern can be found in amphibians (...). The evolution of the autonomic nervous system has been quite conservative, especially in the tetrapod lineage.	bgee	ANN	2013-06-10
HOM:0000007	historical homology	UBERON:0000014|UBERON:0002097	zone of skin|skin of body		7742	Vertebrata	RAW	ECO:0000033	traceable author statement	CONF:0000004	medium confidence assertion from single evidence	DOI:10.1111/j.1469-7580.2008.01043.x	Vickaryous MK, Sire JY, The integumentary skeleton of tetrapods: origin, evolution, and development. J Anat (2009)	Whereas direct evidence in the form of lineage tracing of elements such as osteoderms, dermal scales and the lamina calcarea remains wanting, the neural crest hypothesis is clearly consistent with available data. For example, it is well-established that neural crest cells contribute to both the dermal skeleton (craniofacial bone, teeth, and the caudal fin rays of teleosts) and the integument, including craniofacial dermis and all pigment cells outside the retina	bgee	ANN	2013-07-17
HOM:0000007	historical homology	UBERON:0000016	endocrine pancreas		89593	Craniata	RAW	ECO:0000063	compositional similarity evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1016/j.crvi.2007.03.006	Madsen OD, Pancreas phylogeny and ontogeny in relation to a 'pancreatic stem cell'. C.R. Biologies (2007)	In the hagfish and lampreys (our most primitive vertebrate species of today), the first sign of 'a new organ' is found as collections of endocrine cells around the area of the bile duct connection with the duodenum. These endocrine organs are composed of 99% beta cells and 1% somatostatin-producing delta cells. Compared to the more primitive protochordates (e.g. amphioxus), this represents a stage where all previously scattered insulin-producing cells of the intestinal tissue have now quantitatively migrated to found a new organ involved in sensing blood glucose rather than gut glucose. Only later in evolution, the beta cells are joined by exocrine tissue and alpha cells (exemplified by the rat-, rabbit- and elephant-fishes). Finally, from sharks and onwards in evolution, we have the islet PP-cell entering to complete the pancreas.	bgee	ANN	2013-08-12
HOM:0000007	historical homology	UBERON:0000017	exocrine pancreas		7776	Gnathostomata	RAW	ECO:0000063	compositional similarity evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1016/j.crvi.2007.03.006	Madsen OD, Pancreas phylogeny and ontogeny in relation to a 'pancreatic stem cell'. C.R. Biologies (2007)	In the hagfish and lampreys (our most primitive vertebrate species of today), the first sign of 'a new organ' is found as collections of endocrine cells around the area of the bile duct connection with the duodenum. These endocrine organs are composed of 99% beta cells and 1% somatostatin-producing delta cells. Compared to the more primitive protochordates (e.g. amphioxus), this represents a stage where all previously scattered insulin-producing cells of the intestinal tissue have now quantitatively migrated to found a new organ involved in sensing blood glucose rather than gut glucose. Only later in evolution, the beta cells are joined by exocrine tissue and alpha cells (exemplified by the rat-, rabbit- and elephant-fishes). Finally, from sharks and onwards in evolution, we have the islet PP-cell entering to complete the pancreas.	bgee	ANN	2013-08-12
HOM:0000007	historical homology	UBERON:0000019	camera-type eye		7742	Vertebrata	RAW	ECO:0000067	developmental similarity evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.429	(...) an essentially similar sequence of events occurs during the embryonic development of the vertebrate eye. The eye initially develops as a single median evagination of the diencephalon that soon bifurcates to form the paired optic vesicles. As each optic vesicle grows towards the body surface, its proximal part narrows as the optic stalk, and its distal part invaginates to form a two-layered optic cup. (...) The outer layer of the optic cup becomes the pigment layer of the retina, whereas the inner layer differentiates into the photoreceptive cells and neuronal layers of the retina.	bgee	AUC	2013-05-22
HOM:0000007	historical homology	UBERON:0000019	camera-type eye		7742	Vertebrata	RAW	ECO:0000071	morphological similarity evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1038/nrn2283	Lamb TD, Collin SP and Pugh EN Jr, Evolution of the vertebrate eye: opsins, photoreceptors, retina and eye cup. Nature Reviews Neuroscience (2007)	The eye of the adult lamprey is remarkably similar to our own, and it possesses numerous features (including the expression of opsin genes) that are very similar to those of the eyes of jawed vertebrates. The lamprey's camera-like eye has a lens, an iris and extra-ocular muscles (five of them, unlike the eyes of jawed vertebrates, which have six), although it lacks intra-ocular muscles. Its retina also has a structure very similar to that of the retinas of other vertebrates, with three nuclear layers comprised of the cell bodies of photoreceptors and bipolar, horizontal, amacrine and ganglion cells. The southern hemisphere lamprey, Geotria australis, possesses five morphological classes of retinal photoreceptor and five classes of opsin, each of which is closely related to the opsins of jawed vertebrates. Given these similarities, we reach the inescapable conclusion that the last common ancestor of jawless and jawed vertebrates already possessed an eye that was comparable to that of extant lampreys and gnathostomes. Accordingly, a vertebrate camera-like eye must have been present by the time that lampreys and gnathostomes diverged, around 500 Mya.	bgee	AUC	2013-05-22
HOM:0000007	historical homology	UBERON:0000019	camera-type eye		7742	Vertebrata	RAW	ECO:0000075	gene expression similarity evidence	CONF:0000003	high confidence assertion from single evidence	DOI:10.1038/nrn2283	Lamb TD, Collin SP and Pugh EN Jr, Evolution of the vertebrate eye: opsins, photoreceptors, retina and eye cup. Nature Reviews Neuroscience (2007)	The eye of the adult lamprey is remarkably similar to our own, and it possesses numerous features (including the expression of opsin genes) that are very similar to those of the eyes of jawed vertebrates. The lamprey's camera-like eye has a lens, an iris and extra-ocular muscles (five of them, unlike the eyes of jawed vertebrates, which have six), although it lacks intra-ocular muscles. Its retina also has a structure very similar to that of the retinas of other vertebrates, with three nuclear layers comprised of the cell bodies of photoreceptors and bipolar, horizontal, amacrine and ganglion cells. The southern hemisphere lamprey, Geotria australis, possesses five morphological classes of retinal photoreceptor and five classes of opsin, each of which is closely related to the opsins of jawed vertebrates. Given these similarities, we reach the inescapable conclusion that the last common ancestor of jawless and jawed vertebrates already possessed an eye that was comparable to that of extant lampreys and gnathostomes. Accordingly, a vertebrate camera-like eye must have been present by the time that lampreys and gnathostomes diverged, around 500 Mya.	bgee	AUC	2013-05-22
HOM:0000007	historical homology	UBERON:0000019	camera-type eye		7742	Vertebrata	SUMMARY			CONF:0000012	congruent evidences of multiple experimental types, best confidence high				Bgee		
HOM:0000007	historical homology	UBERON:0000020	sense organ		33208	Metazoa	RAW	ECO:0000071	morphological similarity evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0198566694	Schmidt-Rhaesa A, The evolution of organ systems (2007) p.118-123 and Table 7.1	Sensory structures defined by morphologically recognizable structures (and neglecting the function) are already present in eumetazoan taxa. [curator]	bgee	ANN	2013-06-21
HOM:0000007	historical homology	UBERON:0000029	lymph node		40674	Mammalia	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0030223693	Liem KF, Bemis WE, Walker WF, Grande L, Functional Anatomy of the Vertebrates: An Evolutionary Perspective (2001) p.630	Lymph nodes that are associated with the lymphatic system have evolved in mammals.	bgee	ANN	2013-06-28
HOM:0000007	historical homology	UBERON:0000033	head		7742	Vertebrata	RAW	ECO:issue22	phylogenetic distribution evidence	CONF:0000003	high confidence assertion from single evidence	ISBN:978-0072528305	Kardong KV, Vertebrates: Comparative Anatomy, Function, Evolution (2006) p.82	Vertebrate evolution has been characterized by a fresh and vast array of cranial structures that collectively form the head.	bgee	ANN	2013-07-11
