HOM ID	HOM name	entity	entity name	taxon ID	taxon name	CIO ID	CIO name	supporting text
HOM:0000007	historical homology	UBERON:0000003	naris	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000006	islet of Langerhans	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000007	pituitary gland	89593	Craniata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000010	peripheral nervous system	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000013	sympathetic nervous system	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000014|UBERON:0002097	zone of skin|skin of body	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000016	endocrine pancreas	89593	Craniata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000017	exocrine pancreas	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000019	camera-type eye	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000020	sense organ	33208	Metazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000029	lymph node	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000033	head	33213	Bilateria	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000043	tendon	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000043|UBERON:2001089	tendon|myoseptum	7711	Chordata	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000044	dorsal root ganglion	89593	Craniata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000045	ganglion	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000056	ureter	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000057	urethra	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000059	large intestine	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000065	respiratory tract	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000066	fully formed stage	6073	Cnidaria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000066	fully formed stage	33213	Bilateria	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0000068	embryo stage	33213	Bilateria	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000079	male reproductive system	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000080	mesonephros	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000081	metanephros	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000083	mesonephric tubule	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000084	ureteric bud	32524	Amniota	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000086	zona pellucida	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000086|UBERON:0003125	zona pellucida|vitelline membrane	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000087	inner cell mass	9347	Eutheria	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000090	blastocele	33208	Metazoa	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000100	blastopore	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000100|UBERON:0004341	blastopore|primitive streak	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000102	lung vasculature	7776	Gnathostomata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000106	zygote stage	33208	Metazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000107	cleavage stage	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000109	gastrula stage	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000111	organogenesis stage	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000115	lung epithelium	7776	Gnathostomata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000151	pectoral fin	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000151|UBERON:0001460	pectoral fin|arm	8287	Sarcopterygii	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000151|UBERON:0002102	pectoral fin|forelimb	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000152	pelvic fin	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000152|UBERON:0000978	pelvic fin|leg	8287	Sarcopterygii	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000152|UBERON:0002103	pelvic fin|hindlimb	7742	Vertebrata	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000160	intestine	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000162	cloaca	7742	Vertebrata	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000164	primitive urogenital sinus	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000165	mouth	33213	Bilateria	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000173	amniotic fluid	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000178	blood	33208	Metazoa	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000203	pallium	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000206	pharyngeal gill	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000206|UBERON:0001132	pharyngeal gill|parathyroid gland	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000209	tetrapod frontal bone	32523	Tetrapoda	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000210	tetrapod parietal bone	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000210|UBERON:0004866	tetrapod parietal bone|actinopterygian frontal bone	117571	Euteleostomi	CIO:0000019	confidence statement from congruent evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000211	ligament	40674	Mammalia	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Vertebrata
HOM:0000007	historical homology	UBERON:0000301	amniotic cavity	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000305	amnion	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000315	subarachnoid space	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000319	cytotrophoblast	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000348	ophthalmic nerve	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000358	blastocyst	40674	Mammalia	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000369	corpus striatum	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000371	syncytiotrophoblast	9347	Eutheria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000375	mandibular nerve	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000376	hindlimb stylopod	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000377	maxillary nerve	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000395	cochlear ganglion	89593	Craniata	CIO:0000018	confidence statement from congruent evidence lines of same type, overall confidence low	
HOM:0000007	historical homology	UBERON:0000397	colonic epithelium	7742	Vertebrata	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000398	cartilage tissue of sternum	8292	Amphibia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000398	cartilage tissue of sternum	8492	Archosauria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000398	cartilage tissue of sternum	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000400	jejunal epithelium	32524	Amniota	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000428	prostate epithelium	40674	Mammalia	CIO:0000024	confidence statement from weakly conflicting evidence lines of same type, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000468	multi-cellular organism	33208	Metazoa	CIO:0000003	high confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Eukaryota
HOM:0000007	historical homology	UBERON:0000473	testis	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Bilateria
HOM:0000007	historical homology	UBERON:0000474	female reproductive system	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000478	extraembryonic structure	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000482	basal lamina of epithelium	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000483	epithelium	2759	Eukaryota	CIO:0000014	confidence statement from congruent evidence lines of multiple types, overall confidence low	
HOM:0000007	historical homology	UBERON:0000922	embryo	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000923	germ layer	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000924	ectoderm	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000925	endoderm	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000925|UBERON:0000926	endoderm|mesoderm	6072	Eumetazoa	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000926	mesoderm	33213	Bilateria	CIO:0000027	confidence statement from weakly conflicting evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000930	stomodeum	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000935	anterior commissure	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000941	cranial nerve II	89593	Craniata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000945	stomach	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000946	cardial valve	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000947	aorta	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000948	heart	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000949	endocrine system	33213	Bilateria	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0000955	brain	33213	Bilateria	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000956	cerebral cortex	32524	Amniota	CIO:0000017	confidence statement from congruent evidence lines of same type, overall confidence high	
HOM:0000007	historical homology	UBERON:0000959	optic chiasma	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000964	cornea	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000965	lens of camera-type eye	7742	Vertebrata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000966	retina	7742	Vertebrata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000975	sternum	8292	Amphibia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000975	sternum	8492	Archosauria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000975	sternum	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000976	humerus	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000977	pleura	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000978	leg	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000981	femur	8287	Sarcopterygii	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000982	skeletal joint	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000988	pons	8782	Aves	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000988	pons	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000989	penis	8459	Testudines	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000989	penis	8492	Archosauria	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000989	penis	8509	Squamata	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000989	penis	40674	Mammalia	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0000990	reproductive system	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000991	gonad	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000992	female gonad	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Bilateria
HOM:0000007	historical homology	UBERON:0000993	oviduct	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000995	uterus	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000995|UBERON:0008975	uterus|oviduct shell gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000996	vagina	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0000998	seminal vesicle	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001000	vas deferens	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001003	skin epidermis	33208	Metazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001004	respiratory system	7742	Vertebrata	CIO:0000003	high confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Bilateria
HOM:0000007	historical homology	UBERON:0001007	digestive system	33208	Metazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001008	renal system	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001009	circulatory system	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001013	adipose tissue	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001015	musculature	7776	Gnathostomata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001016	nervous system	6072	Eumetazoa	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001017	central nervous system	33213	Bilateria	CIO:0000013	confidence statement from congruent evidence lines of multiple types, overall confidence medium	
HOM:0000007	historical homology	UBERON:0001021	nerve	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001032	sensory system	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001040	yolk sac	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001041	foregut	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001042	chordate pharynx	7711	Chordata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001042|UBERON:0006562	chordate pharynx|pharynx	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001043	esophagus	33213	Bilateria	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001044	saliva-secreting gland	32524	Amniota	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001045	midgut	33213	Bilateria	CIO:0000014	confidence statement from congruent evidence lines of multiple types, overall confidence low	
HOM:0000007	historical homology	UBERON:0001046	hindgut	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001049	neural tube	33511	Deuterostomia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001051	hypopharynx	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001072	posterior vena cava	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001074	pericardial cavity	89593	Craniata	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001081	endocardium of ventricle	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001082	epicardium of ventricle	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001083	myocardium of ventricle	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001084	skin of head	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001091	calcareous tooth	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001100	pectoralis minor	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001103	diaphragm	8459	Testudines	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001103	diaphragm	8493	Crocodylidae	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001103	diaphragm	40674	Mammalia	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001105	clavicle bone	32440	Chondrostei	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001105	clavicle bone	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001111	intercostal muscle	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001112	latissimus dorsi muscle	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001116	quadrate lobe of liver	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001117	caudate lobe of liver	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001118	lobe of thyroid gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001119	right lobe of thyroid gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001120	left lobe of thyroid gland	32524	Amniota	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001125	serratus ventralis	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001128	sternocleidomastoid	117571	Euteleostomi	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001129	subscapularis muscle	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001130	vertebral column	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001132	parathyroid gland	32523	Tetrapoda	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001134	skeletal muscle tissue	33213	Bilateria	CIO:0000012	confidence statement from congruent evidence lines of multiple types, overall confidence high	
HOM:0000007	historical homology	UBERON:0001135	smooth muscle tissue	33213	Bilateria	CIO:0000003	high confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001140	renal vein	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001143	hepatic vein	7711	Chordata	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001144	testicular vein	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Chordata
HOM:0000007	historical homology	UBERON:0001145	ovarian vein	7742	Vertebrata	CIO:0000004	medium confidence from single evidence	Alternative homology hypothesis of low confidence exists for taxon: Chordata
HOM:0000007	historical homology	UBERON:0001146	suprarenal vein	32523	Tetrapoda	CIO:0000004	medium confidence from single evidence	
HOM:0000007	historical homology	UBERON:0001152	cystic duct	40674	Mammalia	CIO:0000004	medium confidence from single evidence	
